ad_id,title,location,price,year,mileage,condition,fuel_type,transmission,make,model,version,color,doors,seats,interior,warranty,owners,body_type,payment_option,source,extra_features
130597916,CHERY ARRIZO 6 PRO 1.5T+CVT FLAGSHIP - MY:2024 - UNUSED,"Ruwi, Muscat",6000,2024,100,,3,2,134,Arrizo,CHERY ARRIZO 6 PRO 1.5T+CVT FLAGSHIP,Grey,4-5,5,Part Leather,No,1,Sedan,Cash,gcc,"['3', '1', '21', '17', '27', '20', '18', '19', '26', '6', '8', '10', 'Brand: Chery', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130597996,SUZUKI GRAND VITARA 1.6 5DR : MY 2020,"Ruwi, Muscat",3300,2020,190000,,3,2,36,Grand Vitara,GRAND VITARA 1.6 5DR,White,4-5,5,,No,1,SUV,Cash,gcc,"['17', '19', '20', '3', '1', '8', 'Brand: Suzuki', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130617836,Jeep GRAND CHEROKEE LTD - MY: 2015,"Ruwi, Muscat",4100,2015,169957,,3,2,64,Grand Cherokee,GRAND CHEROKEE LTD,Red,4-5,5,Part Leather,No,1,SUV,Cash,gcc,"['17', '20', '19', '18', '3', '1', '28', '26', '6', '7', 'Brand: Jeep', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
129976145,Porsche - Cayenne 2019,"Al Ghubrah, Muscat",28000,2019,58000,,3,2,30,Cayenne,,Purple,4-5,5,Full Leather,No,1,SUV,Installments,company,"['Brand: Porsche', 'Power (hp): 340', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: Company Source']"
129978253,Porsche Taycan 4S 2021,"Al Ghubrah, Muscat",39900,2021,43000,,2,2,30,Taycan,Porsche Taycan 4S,White,4-5,5,Full Leather,No,,Sedan,Installments,company,"['Brand: Porsche', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: Company Source']"
130472674,تويوتا لاند كروزر بيك أب 2025,"Al Masn'a, Al Batinah",20800,2025,0,,1,1,65,Land Cruiser Pickup,LX,Beige,4-5,,Cloth,No,1,Pickup,Cash,gcc,"['Brand: Toyota', 'Power (hp): 201', 'Consumption (l/100 km): 3.4', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130531373,Land Rover Range Rover Velar 2022,"Al Khoud, Muscat",19400,2022,32000,,3,2,77,Range Rover Velar,Full option,Other,4-5,6,Full Leather,No,1,SUV,Cash,us,"['34', '36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '32', '38', '26', '7', '21', '8', '13', '16', '37', '24', '10', '14', '40', '44', '45', '46', 'Brand: Land Rover', 'Power (hp): 250', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 6', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: US']"
130580052,تويوتا راف فور LE  موديل 2022 مع ضمان 3 سنوات,"Al Seeb, Muscat",8200,2022,36000,,3,2,65,Rav 4,,White,4-5,5,Velour,Yes,,SUV,Cash,us,"['36', '17', '19', '11', '18', '25', '1', '3', '35', '22', '4', '9', '42', '26', '7', '21', '8', '24', '40', '44', 'Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130570159,مرسيدس S450 موديل 2019 مع ضمان 3 سنوات,"Al Khaboura, Al Batinah",16200,2019,67000,,3,2,33,SL-Class,,Black,4-5,5,Full Leather,Yes,,Sedan,Cash,us,"['36', '17', '19', '20', '11', '25', '1', '3', '33', '22', '4', '9', '42', '5', '26', '7', '21', '30', '8', '24', '40', '44', '45', '46', 'Brand: Mercedes-Benz', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130285029,مرسيدس c300  2023 ماشي 1400 كيلو,"Al Maabilah, Muscat",16600,2023,1400,,3,2,33,C 300,,White,,,,Yes,,Sedan,Installments,us,"['Brand: Mercedes-Benz', 'Source: US']"
129879386,Nissan Sentra 2020,"Azaiba, Muscat",3150,2020,98000,,3,2,66,Sentra,,Red,2-3,,Cloth,No,,Sedan,Installments,us,"['34', '36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '33', '35', '22', '15', '43', '5', '28', '29', '31', '32', '38', '26', '6', '7', '21', '8', '16', 'Brand: Nissan', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 2/3', 'Source: US']"
130339949,لاند روفر رينج روڤر ڤيلار 2018 صبغ الوكالة بدون حوادث خليجي,"Azaiba, Muscat",12800,2018,150,,3,2,77,Range Rover Velar,,Black,,,,Does Not Apply,,Estate,Installments,gcc,"['Brand: Land Rover', 'Source: GCC']"
130190937,تويوتا كورولا 2023 خليجي زيرو كيلو متر,"Azaiba, Muscat",7700,2023,0,,3,2,65,Corolla,,Silver,,,,Yes,,Sedan,Installments,gcc,"['Brand: Toyota', 'Source: GCC']"
130581640,شيفروليه سلفرادو 2022,"Barka, Al Batinah",13700,2022,1,,3,2,29,Silverado,LT,White,4-5,5,Velour,Does Not Apply,,Pickup,Installments,us,"['5', '28', '6', '7', 'Brand: Chevrolet', 'Air Conditioning: Automatic air conditioning 4 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130609453,مرسيدس AMG E450 موديل 2022 مع ضمان 3 سنوات,"Al Maabilah, Muscat",15700,2022,49000,,3,2,33,E 450,,Gold,4-5,5,Full Leather,Yes,,Sedan,Cash,us,"['Brand: Mercedes-Benz', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130488059,نيسان باترول 2024,"Al Masn'a, Al Batinah",31500,2024,0,,3,2,66,Patrol,بلاتنيموم,Black,4-5,7,Full Leather,No,1,Estate,Cash,gcc,"['Brand: Nissan', 'Power (hp): 400', 'Consumption (l/100 km): 5.6', 'Air Conditioning: Automatic air conditioning 3 zones', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130616358,كاديلاك إسكاليد 2016,"Barka, Al Batinah",12500,2016,172898,,3,2,302,Escalade,,Brown,4-5,7,Full Leather,No,7,Estate,Cash,gcc,"['36', '17', '20', 'Brand: Cadillac', 'Power (hp): 10', 'Consumption (l/100 km): 10', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 7', 'Source: GCC']"
130619991,هيونداي افانتي 2021 مع ضمان 3 سنوات,"Al Maabilah, Muscat",5100,2021,171000,,3,2,45,Avanti,,White,4-5,5,Full Leather,Yes,,SUV,Cash,us,"['34', '36', '20', '25', '1', '3', '22', '4', '9', '42', '5', '7', '21', '30', '8', '44', 'Brand: Hyundai', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130593603,Mercedes-Benz C 300 2024,"Al Maabilah, Muscat",18700,2024,5000,,3,2,33,C 300,,White,4-5,5,Full Leather,Yes,1,Sedan,Installments,us,"['34', '36', '17', '19', '20', '27', '11', '18', 'Brand: Mercedes-Benz', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: US']"
130515555,BMW X5 2014,"The Wave (Almouj), Muscat",6900,2014,165000,,3,2,57,X5,M Sport Package,White,4-5,5,Full Leather,No,2,SUV,Cash,gcc,"['36', '17', '19', '20', '27', '11', '18', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '28', '31', '32', '38', '26', '6', '7', '21', '30', '8', '13', '16', '24', '10', '23', '40', '44', '45', '46', 'Brand: BMW', 'Power (hp): 300', 'Consumption (l/100 km): 11', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 2', 'Source: GCC']"
130622906,لكزس فئة - إل اس 2015,"Al Maabilah, Muscat",4800,2015,132000,,3,2,89,LS-Series,,White,4-5,,Full Leather,No,,Sedan,Cash,us,"['36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '35', '22', '4', '9', '15', '42', '43', '5', '28', '29', '31', '32', '38', '26', '6', '7', '21', '8', '13', '16', '37', '24', '10', '40', '41', '44', '45', '46', 'Brand: Lexus', 'Power (hp): 250', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 4/5', 'Source: US']"
130380969,جي ام سي سييرا 2018,"Al Maabilah, Muscat",7800,2018,164000,,3,2,49,Sierra,,White,2-3,4,Full Leather,No,,Pickup,Cash,us,"['34', '36', '17', '19', '20', '27', '18', '25', '1', '3', '33', '22', '4', '9', '15', '42', '5', '28', '29', '31', '32', '38', '26', '6', '7', '21', '8', '13', '16', '37', '24', '10', '14', '40', '41', '44', '45', '46', 'Brand: GMC', 'Power (hp): 53', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 4', 'Number of doors: 2/3', 'Source: US']"
130372579,ميتسوبيشي باجيرو 2011,"Al Maabilah, Muscat",3600,2011,300000,,3,2,76,Pajero,,Black,2-3,,Part Leather,No,,SUV,Cash,us,"['Brand: Mitsubishi', 'Power (hp): 380', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 2/3', 'Source: US']"
130365353,إنفينيتي كيو إكس 80 2019,"Al Maabilah, Muscat",9600,2019,159000,,3,2,50,QX80,,White,4-5,,Full Leather,No,,Estate,Cash,us,"['34', '36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '28', '29', '31', '32', '38', '26', '6', '7', '21', '30', '8', '13', '16', '37', '24', '10', '14', '23', '40', '41', '44', '45', '46', 'Brand: Infiniti', 'Power (hp): 56', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of doors: 4/5', 'Source: US']"
130283551,شيفروليه سوبربان 2017,"Al Maabilah, Muscat",9400,2017,186000,,3,2,29,Suburban,,Black,4-5,,Part Leather,No,,Estate,Cash,us,"['34', '36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '28', '29', '31', '32', '38', '26', '6', '7', '21', '30', '8', '13', '16', '37', '24', '10', '14', '23', '40', '41', '44', '45', '46', 'Brand: Chevrolet', 'Power (hp): 350', 'Air Conditioning: Automatic air conditioning 3 zones', 'Number of doors: 4/5', 'Source: US']"
130498881,Toyota Prado 2023,"Azaiba, Muscat",17900,2023,0,,3,2,65,Prado,,White,2-3,,Cloth,No,,SUV,Installments,gcc,"['Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 2/3', 'Source: GCC']"
130505929,Toyota Hilux Pickup 4x4 – Global Workhorse @ 362/month,"Al Khuwair, Muscat",362,2025,0,,3,2,65,Hilux,4x4,Silver,4-5,5,Part Leather,Yes,,Pickup,Installments,gcc,"['1', '21', '3', 'Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: GCC']"
130505869,HAVAL H9 2.0 L 4WD – Performance SUV @ 438/month,"Al Khuwair, Muscat",438,2025,0,,3,2,haval,H9,2.0L T 4WD,Grey,4-5,7,Part Leather,Yes,,SUV,Installments,gcc,"['1', '21', '3', 'Brand: Haval', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130502240,Mazda 6 2.0 – Executive Sedan @ 239/month,"Al Khuwair, Muscat",239,2025,0,,3,2,48,6,2.0,Red,4-5,5,Part Leather,Yes,,Sedan,Installments,gcc,"['1', '21', '3', 'Brand: Mazda', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: GCC']"
130505911,Chevrolet Tahoe 5.3 V8 – American Giant SUV @ 671/month,"Al Khuwair, Muscat",671,2025,0,,3,2,29,Tahoe,5.3V8,Black,4-5,7,Part Leather,Yes,,SUV,Installments,gcc,"['21', '3', '1', 'Brand: Chevrolet', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130502932,Hyundai Creta 1.5 – Bestseller SUV @ 216/month,"Al Khuwair, Muscat",216,2025,0,,3,2,45,Creta,1.5,Red,4-5,5,Part Leather,Yes,,SUV,Installments,gcc,"['1', '21', '3', 'Brand: Hyundai', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: GCC']"
130505901,Toyota Land Cruiser 4.0 V6 – Ultimate SUV Icon @ 671/month,"Al Khuwair, Muscat",671,2025,0,,3,2,65,Land Cruiser,4.0 V6,White,4-5,7,Part Leather,Yes,,SUV,Installments,gcc,"['1', '21', '3', 'Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130505796,Jetour T2 Plus 2.0 Auto – Full-Size Luxury SUV @ 423/month,"Al Khuwair, Muscat",423,2025,0,,3,2,jetour,T2,2.0 Auto,Silver,4-5,7,Part Leather,Yes,,SUV,Installments,gcc,"['1', '3', '21', 'Brand: Jetour', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130502917,Toyota Rush 1.5 – Efficient 7-Seater @ 216/month,"Al Khuwair, Muscat",216,2025,0,,3,2,65,Rush,1.5,Silver,4-5,7,Part Leather,Yes,,SUV,Installments,gcc,"['1', '21', '3', 'Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130597916,CHERY ARRIZO 6 PRO 1.5T+CVT FLAGSHIP - MY:2024 - UNUSED,"Ruwi, Muscat",6000,2024,100,,3,2,134,Arrizo,CHERY ARRIZO 6 PRO 1.5T+CVT FLAGSHIP,Grey,4-5,5,Part Leather,No,1,Sedan,Cash,gcc,"['3', '1', '21', '17', '27', '20', '18', '19', '26', '6', '8', '10', 'Brand: Chery', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
129978253,Porsche Taycan 4S 2021,"Al Ghubrah, Muscat",39900,2021,43000,,2,2,30,Taycan,Porsche Taycan 4S,White,4-5,5,Full Leather,No,,Sedan,Installments,company,"['Brand: Porsche', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: Company Source']"
130617809,MERCEDES-BENZ CLA 250 - MY:2016,"Ruwi, Muscat",4200,2016,152660,,3,2,33,CLA 250,MERCEDES CLA 250,White,4-5,5,Full Leather,No,1,Sedan,Cash,gcc,"['1', '3', '17', '20', '19', '27', '7', '26', '8', '10', 'Brand: Mercedes-Benz', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130617836,Jeep GRAND CHEROKEE LTD - MY: 2015,"Ruwi, Muscat",4100,2015,169957,,3,2,64,Grand Cherokee,GRAND CHEROKEE LTD,Red,4-5,5,Part Leather,No,1,SUV,Cash,gcc,"['17', '20', '19', '18', '3', '1', '28', '26', '6', '7', 'Brand: Jeep', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130596775,INFINITY Q50 S - MY : 2023,"Ruwi, Muscat",14000,2023,39694,,3,2,50,Q50,INFINITY Q50 S,Blue,4-5,5,Full Leather,No,1,Sedan,Cash,gcc,"['3', '1', '17', '20', '19', '18', '28', '6', '7', '26', '8', '10', 'Brand: Infiniti', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130438783,تويوتا توندرا 2022,"Muscat - Other, Muscat",16900,2022,3000,,3,2,65,Tundra,,White,,,Full Leather,Does Not Apply,,Pickup,Cash,us,"['Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Source: US']"
130502881,تويوتا 4 رانر 2018,"Al Maabilah, Muscat",9200,2018,147000,,3,2,65,4Runner,,Red,4-5,,Full Leather,No,,Estate,Cash,us,"['34', '17', '19', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '29', '7', '8', '16', '24', 'Brand: Toyota', 'Power (hp): 400', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of doors: 4/5', 'Source: US']"
130496873,تويوتا لاند كروزر 2025,"Al Masn'a, Al Batinah",39000,2025,0,,3,2,65,Land Cruiser,GR,White,4-5,7,Full Leather,No,1,Estate,Cash,gcc,"['Brand: Toyota', 'Power (hp): 409', 'Consumption (l/100 km): 3.5', 'Air Conditioning: Automatic air conditioning 4 zones', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130470365,تويوتا لاند كروزر 2025,"Al Masn'a, Al Batinah",26200,2025,0,,3,2,65,Land Cruiser,GXR,White,4-5,7,Full Leather,No,1,Estate,Cash,gcc,"['Brand: Toyota', 'Power (hp): 271', 'Consumption (l/100 km): 4', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130616358,كاديلاك إسكاليد 2016,"Barka, Al Batinah",12500,2016,172898,,3,2,302,Escalade,,Brown,4-5,7,Full Leather,No,7,Estate,Cash,gcc,"['36', '17', '20', 'Brand: Cadillac', 'Power (hp): 10', 'Consumption (l/100 km): 10', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 7', 'Source: GCC']"
130614619,هوندا أكورد 2022 مع ضمان 3 سنوات,"Al Maabilah, Muscat",6900,2022,67000,,3,2,26,Accord,,White,4-5,5,Full Leather,Yes,,Sedan,Cash,us,"['34', '36', '17', '20', '11', '18', '25', '1', '3', '35', '22', '4', '9', '15', '42', '5', '28', '38', '26', '7', '21', '8', '24', '44', '45', '46', 'Brand: Honda', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130597349,ايون اس ماكس  موديل 2024,"Al Maabilah, Muscat",13700,2024,0,,3,2,neta,V Pro,,Beige,4-5,5,Full Leather,Yes,,SUV,Cash,company,"['34', '36', '17', '19', '20', '11', '18', '25', '3', '4', '15', '42', '5', '7', '41', '44', 'Brand: NETA', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: Company Source']"
130584990,تويوتا لاند كروزر 2023,"Al Maabilah, Muscat",23900,2023,68000,,3,2,65,Land Cruiser,,White,4-5,7,,Does Not Apply,,Estate,Cash,gcc,"['Brand: Toyota', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130581685,فورد رابتور 2017,"Barka, Al Batinah",11600,2017,225000,,3,2,47,Raptor,3.5 twin turbo,Red,4-5,5,Full Leather,Does Not Apply,,Pickup,Installments,gcc,"['34', '17', '20', '11', '18', '15', '42', '5', '28', '29', '32', '38', '26', '7', '30', '37', 'Brand: Ford', 'Air Conditioning: Automatic air conditioning 4 zones', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: GCC']"
129574162,تويوتا لاند كروزر 2025 بدون توربو Gxrرقم ١,"Al Masn'a, Al Batinah",26900,2025,0,,3,2,65,Land Cruiser,,White,4-5,7,Full Leather,Does Not Apply,,Estate,Cash,gcc,"['Brand: Toyota', 'Air Conditioning: Automatic air conditioning 3 zones', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: GCC']"
130619991,هيونداي افانتي 2021 مع ضمان 3 سنوات,"Al Maabilah, Muscat",5100,2021,171000,,3,2,45,Avanti,,White,4-5,5,Full Leather,Yes,,SUV,Cash,us,"['34', '36', '20', '25', '1', '3', '22', '4', '9', '42', '5', '7', '21', '30', '8', '44', 'Brand: Hyundai', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
129996578,جمس سيرا AT4 غماره 2022 خليجيه ضمان الوكالة,"Al Khuwair, Muscat",17900,2022,55000,,3,2,49,Sierra,AT4,Silver,2-3,2,Full Leather,Yes,,Pickup,Installments,gcc,"['34', '36', '17', '20', '27', '11', '18', '25', '1', '3', '35', '22', '4', '9', '15', '42', '5', '32', '26', '7', 'Brand: GMC', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 2', 'Number of doors: 2/3', 'Source: GCC']"
130617403,شيفروليه تاهو فئة LT 2021 مواصفات عاليه وجاهز للإستخدام,"Al Maabilah, Muscat",17500,2021,95000,,3,2,29,Tahoe,,White,4-5,7,,Does Not Apply,,Estate,Cash,us,"['Brand: Chevrolet', 'Number of seats: 7', 'Number of doors: 4/5', 'Source: US']"
130531373,Land Rover Range Rover Velar 2022,"Al Khoud, Muscat",19400,2022,32000,,3,2,77,Range Rover Velar,Full option,Other,4-5,6,Full Leather,No,1,SUV,Cash,us,"['34', '36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '32', '38', '26', '7', '21', '8', '13', '16', '37', '24', '10', '14', '40', '44', '45', '46', 'Brand: Land Rover', 'Power (hp): 250', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 6', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: US']"
130617993,Mercedes-Benz A 220 2019,"Al Maabilah, Muscat",9800,2019,55000,,3,2,33,A 220,,White,4-5,5,Full Leather,Yes,,Sedan,Installments,us,"['34', '36', '17', '19', '20', '27', '11', '18', '25', 'Brand: Mercedes-Benz', 'Air Conditioning: A/C manual', 'Number of seats: 5', 'Number of doors: 4/5', 'Source: US']"
130622457,كاديلاك إسكاليد وكالة عمان 2013 Cadillac Escalade,"Al Maabilah, Muscat",4500,2013,270000,,3,2,302,Escalade,,White,,,,Does Not Apply,,Other,Installments,gcc,"['Brand: Cadillac', 'Source: GCC']"
130274789,ميتسوبيشي باجيرو 2020,"Al Hamriyah, Muscat",9800,2020,27,,3,2,76,Pajero,,Silver,4-5,7,Full Leather,Yes,1,SUV,Cash,gcc,"['17', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '43', '5', '28', '38', '26', '6', '7', '30', '8', '13', '16', '10', '23', '40', '45', '46', 'Brand: Mitsubishi', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130198970,هيونداي أكسنت 2023,"Al Hamriyah, Muscat",5500,2023,20,,3,2,45,Accent,,White,4-5,6,Velour,Yes,1,Sedan,Cash,gcc,"['17', '20', '1', '3', '4', '9', '15', '5', '28', '26', '6', '7', '8', '10', '45', 'Brand: Hyundai', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 6', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130047162,ميتسوبيشي باجيرو 2016,"Al Hamriyah, Muscat",6000,2016,135000,,3,2,76,Pajero,,White,4-5,7,Full Leather,No,1,SUV,Cash,gcc,"['17', '20', '18', '25', '1', '3', '22', '9', '15', '42', '5', '28', '38', '26', '6', '7', '30', '8', '13', '24', '10', '23', '40', '45', '46', 'Brand: Mitsubishi', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
129677372,مرسيدس بنز سي-كلاس 2020,"Al Hamriyah, Muscat",14500,2020,20,,3,2,33,C-Class,,Silver,4-5,5,Full Leather,Yes,1,Sedan,Cash,gcc,"['36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '35', '22', '4', '9', '15', '42', '43', '5', '29', '32', '38', '6', '7', '8', '13', '16', '24', '10', '40', '44', '45', '46', 'Brand: Mercedes-Benz', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 5', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130621722,تويوتا لاند كروزر 2025,"Al Hail, Muscat",99988,2025,0,,3,2,65,Land Cruiser,,White,,,,No,,Other,Cash,gcc,"['Brand: Toyota', 'Source: GCC']"
130621715,تويوتا لاند كروزر 2024,"Al Hail, Muscat",99988,2024,0,,3,2,65,Land Cruiser,,White,,,,No,,Other,Cash,gcc,"['Brand: Toyota', 'Source: GCC']"
130621444,Toyota Corolla 2022 | Excelent Condition | Oman car,"Ghala, Muscat",6100,2022,145000,,3,2,65,Corolla,,White,4-5,,Cloth,Yes,1,Sedan,Cash,gcc,"['19', '20', '27', '1', '3', '9', '15', '42', '5', '32', '38', '6', '7', '8', '10', '45', 'Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130621208,Toyota Fortuner 2022,"Ghala, Muscat",11900,2022,121000,,3,2,65,Fortuner,,White,4-5,7,Cloth,Yes,1,SUV,Cash,gcc,"['17', '19', '20', '27', '1', '3', '15', '5', '32', '38', '6', '7', '21', '8', '10', '40', '45', 'Brand: Toyota', 'Air Conditioning: Automatic air conditioning', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130621141,Nissan Altima | Excelent Condition | 2018 | Oman car,"Ghala, Muscat",4200,2018,62000,,3,2,66,Altima,,White,4-5,,,Yes,1,Sedan,Cash,gcc,"['36', '17', '19', '20', '27', '11', '1', '3', '9', '15', '5', '28', '32', '38', '26', '6', '7', '21', '8', '10', '40', '45', 'Brand: Nissan', 'Air Conditioning: Automatic air conditioning', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
130621042,Hyundai Creta 2023 | Excelent Condition | 115k driven | Oman Car,"Ghala, Muscat",6150,2023,115000,,3,2,45,Creta,,White,,,Cloth,Yes,1,SUV,Cash,gcc,"['36', '17', '19', '20', '27', '11', '25', '1', '3', '33', '35', '9', '15', '42', '5', '29', '32', '38', '26', '6', '7', '8', '10', '45', 'Brand: Hyundai', 'Number of Owners: 1', 'Source: GCC']"
130282137,مرسيدس E350 AMG وارد امريكي بحادث خفيف امامي 2021,"Al Khuwair, Muscat",16900,2021,82000,,3,2,33,E 350,,Brown,4-5,,Full Leather,No,,Sedan,Exchange,us,"['Brand: Mercedes-Benz', 'Air Conditioning: Automatic air conditioning 2 zones', 'Number of doors: 4/5', 'Source: US']"
129179752,جيب رانجلر JL اربعة ابواب وكالة عمان  سيرفس الوكالة 2019,"Al Ghubrah, Muscat",12900,2019,75000,,3,2,64,Wrangler,,White,,,,Yes,,SUV,Cash,gcc,"['Brand: Jeep', 'Source: GCC']"
129644154,لكزس LX 570 خليجي 2021 سبورت سيرفس الوكالة قمة النظافه,"Al Ghubrah, Muscat",37900,2021,115000,,3,2,89,LX 570,سبورت,Green,4-5,7,Full Leather,No,1,Estate,Installments,gcc,"['34', '36', '17', '19', '20', '27', '11', '18', '25', '1', '3', '33', '35', '22', '4', '9', '15', '42', '5', '28', '29', '31', '32', '38', '26', '6', '7', '21', '30', '8', '13', '16', '37', '24', '10', '23', '40', '44', '45', '46', 'Brand: Lexus', 'Power (hp): 400', 'Consumption (l/100 km): 10', 'Air Conditioning: Automatic air conditioning 3 zones', 'Number of seats: 7', 'Number of doors: 4/5', 'Number of Owners: 1', 'Source: GCC']"
