brand,model,year,color,transmission_type,number_of_doors,source,kilometers,price
volvo,s40,2009,blue,automatic,4/5,gcc,306719,800.0
nissan,sunny,2006,white,automatic,4/5,company source,30000,750.0
proton,other,2013,silver,automatic,2/3,gcc,191000,700.0
toyota,echo,2002,white,manual,4/5,company source,400000,860.0
infiniti,g37,2010,red,automatic,4/5,gcc,190000,1480.0
kia,sorento,2016,grey,automatic,4/5,gcc,200000,3500.0
suzuki,kizashi,2015,white,automatic,4/5,gcc,270000,1700.0
lexus,is 300,2016,grey,automatic,4/5,us,130000,4200.0
suzuki,grand vitara,2019,white,automatic,4/5,gcc,150000,3650.0
hyundai,kona,2020,red,automatic,4/5,gcc,134000,4000.0
honda,accord,2004,black,automatic,2/3,gcc,20000,800.0
land rover,defender 90,1996,blue,manual,2/3,company source,10000,6500.0
nissan,maxima,2016,burgundy,automatic,4/5,us,183000,2600.0
kia,optima,2005,silver,automatic,4/5,gcc,365000,550.0
land rover,range rover sport,2015,white,automatic,4/5,gcc,136000,9800.0
toyota,camry,2019,other,automatic,4/5,us,140000,4700.0
kia,rio,2013,brown,automatic,4/5,gcc,180000,1950.0
nissan,patrol,2012,white,automatic,4/5,gcc,300000,5500.0
cadillac,srx,2015,red,automatic,4/5,gcc,64000,3000.0
suzuki,ciaz,2024,red,automatic,4/5,gcc,19500,4700.0
mitsubishi,outlander,2013,silver,automatic,4/5,gcc,250000,2000.0
hyundai,santa fe,2007,black,automatic,4/5,gcc,350000,1250.0
mazda,mazda 3,2021,white,automatic,4/5,us,59000,5500.0
nissan,datsun,2012,white,manual,2/3,gcc,330000,2800.0
hyundai,accent,2019,gold,automatic,4/5,us,109000,2900.0
nissan,sunny,2012,grey,automatic,4/5,company source,265000,975.0
chrysler,300m/300c,2016,white,automatic,4/5,us,169009,3450.0
jeep,wrangler,1997,red,manual,2/3,us,333333,3300.0
hyundai,elantra,2010,purple,automatic,2/3,gcc,350000,1300.0
chevrolet,cruze,2013,blue,automatic,4/5,gcc,108000,1350.0
mercedes,s 350,2008,white,automatic,4/5,gcc,290000,2200.0
mercedes,e 350,2021,silver,automatic,4/5,us,60000,15800.0
honda,accord,2020,white,automatic,4/5,us,50000,5600.0
gmc,yukon,2016,silver,automatic,4/5,gcc,200000,10500.0
toyota,camry,2012,white,automatic,2/3,gcc,470000,2200.0
jeep,wrangler,2021,white,automatic,4/5,us,68000,12800.0
toyota,rav 4,2020,other,automatic,4/5,canada,87000,7600.0
mg,cla 250,2018,white,automatic,4/5,gcc,150000,7500.0
ford,ecosport,2015,silver,automatic,4/5,company source,80000,2300.0
gmc,yukon,2010,blue,automatic,4/5,us,30000,2500.0
lexus,lx 470,1999,gold,automatic,4/5,us,200000,1999.0
toyota,camry,2017,silver,automatic,4/5,us,53000,4500.0
toyota,rav 4,2011,black,automatic,4/5,gcc,201536,2500.0
peugeot,traveller,2019,silver,automatic,4/5,gcc,196000,5300.0
chevrolet,camaro,2015,yellow,automatic,2/3,gcc,199000,3100.0
suzuki,ciaz,2020,white,automatic,4/5,gcc,190000,2300.0
jeep,compass,2020,other,automatic,4/5,gcc,100000,5300.0
suzuki,ciaz,2024,blue,automatic,4/5,gcc,20000,4700.0
nissan,pathfinder,2020,red,automatic,4/5,us,40000,6400.0
hyundai,elantra,2012,grey,automatic,4/5,us,170000,1550.0
mazda,6,2018,other,automatic,2/3,gcc,220000,4200.0
hyundai,sonata,2018,red,automatic,4/5,us,111000,4600.0
toyota,xa,2004,white,automatic,4/5,company source,193425,950.0
toyota,yaris,2012,silver,automatic,4/5,gcc,54500,1580.0
mg,mg rx5,2023,white,automatic,4/5,company source,44000,4600.0
toyota,rav 4,2008,green,automatic,4/5,us,240000,1900.0
nissan,van,2017,white,manual,2/3,gcc,362000,5750.0
toyota,corolla,2013,brown,automatic,4/5,us,220000,2800.0
nissan,altima,2017,grey,automatic,4/5,us,164000,2500.0
chevrolet,malibu,2012,gold,automatic,4/5,gcc,300000,900.0
toyota,camry,2013,white,automatic,4/5,company source,200000,2000.0
land rover,discovery,2015,gold,automatic,4/5,company source,95000,11900.0
volkswagen,polo,2009,white,automatic,4/5,gcc,300000,900.0
chevrolet,cruze,2016,white,automatic,4/5,gcc,165000,1300.0
toyota,aurion,2007,black,automatic,4/5,us,262000,1600.0
toyota,camry,2015,white,automatic,4/5,us,178562,3300.0
hyundai,santa fe,2014,brown,automatic,4/5,gcc,20000,2400.0
kia,carens,2008,white,automatic,4/5,gcc,45000,1050.0
toyota,camry,2018,white,automatic,4/5,canada,120000,8000.0
toyota,echo,2004,brown,automatic,2/3,gcc,400000,800.0
honda,accord,2019,black,automatic,4/5,us,104000,4800.0
kia,rio,2012,blue,automatic,4/5,gcc,128770,1750.0
hyundai,accent,2011,white,automatic,4/5,gcc,220000,949.0
hyundai,accent,2009,burgundy,manual,4/5,company source,60000,700.0
lincoln,mkz,2014,orange,automatic,4/5,gcc,190000,3000.0
hyundai,santa fe,2013,white,automatic,4/5,gcc,302000,2290.0
nissan,micra,2020,white,automatic,4/5,gcc,56000,2200.0
audi,a4,2018,white,automatic,4/5,us,80000,6500.0
chevrolet,malibu,2017,white,automatic,4/5,gcc,189632,2450.0
kia,rio,2009,red,manual,4/5,gcc,1000000,600.0
chevrolet,suburban,2019,black,automatic,4/5,us,10000,9500.0
land rover,range rover velar,2019,white,automatic,4/5,gcc,72000,12800.0
mg,mg rx5,2020,white,automatic,4/5,gcc,141000,3700.0
ford,expedition,2013,silver,automatic,4/5,gcc,120000,5150.0
renault,safrane,2012,white,automatic,4/5,gcc,20000,850.0
byd,f3,2012,black,automatic,4/5,gcc,450000,700.0
toyota,camry,2001,gold,automatic,4/5,gcc,599999,1100.0
gmc,yukon,2023,beige,automatic,4/5,gcc,45000,26000.0
nissan,tiida,2013,silver,automatic,4/5,us,172000,1550.0
kia,sportage,2009,blue,automatic,4/5,gcc,334000,1100.0
bmw,740,2022,black,automatic,4/5,us,59000,17000.0
toyota,land cruiser,2013,white,automatic,4/5,gcc,253000,12500.0
toyota,camry,2005,green,automatic,2/3,us,486252,1400.0
kia,cerato,2012,silver,automatic,4/5,gcc,200000,1200.0
nissan,altima,2019,burgundy,automatic,4/5,us,88000,3900.0
ford,escape,2017,black,automatic,4/5,us,124000,2100.0
porsche,cayenne,2009,red,automatic,4/5,us,233000,1700.0
tesla,model 3,2019,grey,automatic,4/5,us,87000,7600.0
mg,c 63 coupe amg,2019,black,automatic,2/3,us,55000,18000.0
peugeot,expert,2018,white,automatic,2/3,gcc,185000,3500.0
kia,cerato,2018,blue,automatic,4/5,us,150000,2600.0
chevrolet,cruze,2014,red,automatic,4/5,us,100000,1050.0
toyota,corolla,2022,white,automatic,4/5,canada,53000,6300.0
nissan,xterra,2015,blue,manual,4/5,gcc,140000,6000.0
toyota,camry,2024,white,automatic,4/5,gcc,15000,10500.0
hyundai,elantra,2012,grey,automatic,4/5,gcc,312945,1500.0
kia,rio,2013,other,automatic,4/5,gcc,192000,1550.0
nissan,altima,2021,silver,automatic,4/5,us,100000,4250.0
mercedes,230,2019,white,automatic,4/5,us,130000,6300.0
mitsubishi,galant,2012,white,automatic,4/5,gcc,198000,1600.0
kia,rio,2014,blue,automatic,4/5,gcc,182000,1750.0
mercedes,c250,2014,white,automatic,4/5,company source,300000,2500.0
mazda,6,2016,white,automatic,4/5,gcc,300000,3100.0
toyota,camry,2019,white,automatic,4/5,us,142000,4900.0
mercedes,c 300,2021,grey,automatic,4/5,us,105000,8000.0
renault,talisman,2019,silver,automatic,4/5,gcc,82000,4099.0
hyundai,creta,2016,red,automatic,4/5,gcc,10000,3450.0
land rover,hse v8,2015,white,automatic,4/5,gcc,170000,11800.0
gmc,sierra,2020,black,automatic,4/5,us,80000,13500.0
hyundai,i10,2015,beige,automatic,4/5,gcc,320000,1350.0
mini,cooper s,2023,white,automatic,2/3,us,20000,8300.0
mitsubishi,pajero,2007,white,automatic,4/5,gcc,326000,1550.0
porsche,cayenne,2013,white,automatic,4/5,gcc,298000,5400.0
ford,mondeo,2008,black,automatic,4/5,europe,200000,750.0
jeep,wrangler,2014,red,automatic,4/5,canada,25000,4000.0
bmw,320,2008,green,automatic,4/5,gcc,222000,750.0
honda,accord,2024,blue,automatic,4/5,us,15000,10300.0
kia,rio,2014,burgundy,automatic,4/5,gcc,167258,1850.0
toyota,fortuner,2013,white,automatic,4/5,gcc,184000,5700.0
mercedes,e300,2019,silver,automatic,4/5,us,103000,9100.0
toyota,prius,2017,white,automatic,4/5,gcc,335000,4250.0
mitsubishi,pajero,2009,silver,automatic,4/5,us,180362,2200.0
bmw,x3,2022,other,automatic,4/5,us,9000,13000.0
genesis,gv 80,2022,green,automatic,4/5,us,43000,11900.0
ford,edge,2014,white,automatic,4/5,gcc,203000,2350.0
ford,taurus,2018,black,automatic,4/5,us,200000,3600.0
jeep,wrangler,2024,white,automatic,4/5,gcc,17000,19400.0
toyota,hilux,2001,white,manual,4/5,gcc,200000,1800.0
nissan,versa,2018,white,automatic,4/5,us,170000,2800.0
toyota,corolla,2018,grey,automatic,4/5,us,177000,3800.0
hyundai,i20,2013,brown,automatic,4/5,gcc,245000,1400.0
nissan,xterra,2010,blue,automatic,4/5,gcc,400000,2050.0
toyota,camry,2013,white,automatic,4/5,gcc,269000,2600.0
mg,mg hs,2023,blue,automatic,4/5,gcc,67000,7000.0
jeep,wrangler,2012,black,automatic,4/5,gcc,220000,5000.0
suzuki,swift,2011,burgundy,automatic,2/3,gcc,30000,1000.0
toyota,camry,2016,blue,automatic,2/3,us,270000,3700.0
ram,ram,2022,silver,automatic,4/5,us,95000,9150.0
ford,mustang,2021,black,automatic,2/3,us,58000,9300.0
kia,rio,2013,white,automatic,4/5,gcc,400000,1550.0
ford,explorer,2014,silver,automatic,4/5,us,185000,3000.0
mazda,6,2016,grey,automatic,4/5,company source,220000,2900.0
ford,escape,2018,white,automatic,4/5,us,120000,2900.0
toyota,yaris,2023,white,automatic,4/5,gcc,36500,5300.0
honda,civic,2007,gold,automatic,4/5,gcc,350000,1150.0
jeep,wrangler,2018,orange,automatic,2/3,canada,100000,6900.0
nissan,altima,2010,other,automatic,4/5,gcc,180000,1200.0
honda,civic,2008,white,automatic,4/5,us,418839,1250.0
gmc,yukon,2007,black,automatic,4/5,us,295000,1250.0
dodge,durango,2013,white,automatic,4/5,gcc,210000,2400.0
toyota,corolla,2009,blue,automatic,2/3,gcc,350000,1500.0
mitsubishi,outlander,2016,red,automatic,4/5,gcc,230900,3500.0
audi,q7,2016,white,automatic,4/5,gcc,180000,7450.0
nissan,altima,2006,grey,automatic,4/5,gcc,516336,800.0
nissan,sunny,2009,white,automatic,2/3,gcc,90000,920.0
mg,mg rx8,2020,white,automatic,4/5,gcc,155000,5000.0
chevrolet,camaro,2015,white,automatic,2/3,us,112000,3200.0
kia,optima,2013,silver,automatic,4/5,gcc,159000,1100.0
lexus,gs 250,2013,white,automatic,4/5,gcc,269000,3700.0
nissan,sunny,2003,white,automatic,4/5,gcc,450000,600.0
nissan,kicks,2021,white,automatic,4/5,us,340000,4800.0
mitsubishi,pajero,2010,red,automatic,4/5,gcc,300000,2450.0
kia,sirion,2009,burgundy,automatic,4/5,company source,300000,890.0
dodge,charger,2021,grey,automatic,4/5,canada,100000,5600.0
ford,f150,2024,white,automatic,4/5,us,3800,18900.0
nissan,juke,2016,white,automatic,4/5,gcc,49000,2250.0
kia,sportage,2017,silver,automatic,4/5,gcc,189000,4800.0
toyota,corolla,2020,other,automatic,4/5,us,110000,4100.0
nissan,versa,2021,grey,automatic,4/5,us,138000,3200.0
jeep,wrangler,2008,grey,manual,2/3,us,340000,2100.0
honda,accord,2005,white,automatic,4/5,gcc,400000,650.0
nissan,versa,2014,white,automatic,4/5,us,69360,1360.0
infiniti,q50,2019,grey,automatic,4/5,us,142000,5500.0
kia,rio,2014,black,automatic,4/5,gcc,252000,1250.0
foton,tunland,2022,white,manual,2/3,company source,670000,3000.0
porsche,cayenne s,2007,grey,automatic,4/5,europe,200000,1500.0
toyota,tacoma,2018,silver,automatic,4/5,us,137000,8900.0
nissan,patrol safari,2016,white,manual,4/5,gcc,233000,9000.0
mitsubishi,pajero,2015,gold,automatic,4/5,gcc,200000,2200.0
mercedes,e 350,2022,black,automatic,4/5,us,88000,15000.0
ford,focus,2015,grey,automatic,4/5,gcc,167000,2100.0
geely,coolray,2025,white,automatic,4/5,gcc,19000,7800.0
nissan,kicks,2020,white,automatic,4/5,gcc,111103,4800.0
kia,optima,2014,brown,automatic,4/5,us,240000,2200.0
infiniti,fx45/fx35,2005,white,automatic,4/5,gcc,335000,950.0
dodge,ram,2015,red,automatic,4/5,company source,179000,6370.0
chevrolet,tahoe,2016,black,automatic,4/5,us,380000,8600.0
hyundai,santa fe,2012,white,automatic,4/5,gcc,225000,1950.0
mg,c 350,2015,silver,automatic,4/5,company source,211457,1150.0
ford,expedition,2018,silver,automatic,4/5,gcc,111489,10000.0
jeep,wrangler,2021,white,automatic,2/3,us,98000,8050.0
suzuki,sx4,2011,other,automatic,4/5,company source,30000,1280.0
bmw,x5,2009,white,automatic,4/5,europe,243000,2250.0
range rover,other,2006,white,automatic,4/5,company source,239984,1400.0
nissan,sunny,2017,white,automatic,4/5,us,160000,1650.0
audi,q7,2010,brown,automatic,4/5,gcc,310000,1600.0
volkswagen,cc,2011,silver,automatic,4/5,gcc,200000,1800.0
hyundai,elantra,2023,grey,automatic,4/5,us,54000,4750.0
jeep,wrangler,2020,grey,automatic,4/5,us,67000,10300.0
toyota,rav 4,2014,white,automatic,4/5,gcc,340000,3800.0
lexus,lx 470,2001,white,automatic,4/5,us,350000,2750.0
nissan,altima,2019,blue,automatic,4/5,us,191000,4100.0
gmc,acadia,2019,white,automatic,4/5,gcc,78000,5700.0
dodge,pickup,2016,white,manual,4/5,gcc,83100,4810.0
mercedes,gle 43 amg,2017,grey,automatic,4/5,us,230000,9800.0
mercedes,e 350e,2013,silver,automatic,2/3,company source,195000,4500.0
toyota,yaris,2007,green,automatic,4/5,company source,300000,1100.0
mg,mg 5,2021,white,automatic,4/5,company source,35000,3650.0
mg,mg rx8,2020,silver,automatic,4/5,gcc,65000,6000.0
nissan,altima,2019,grey,automatic,4/5,us,110000,4200.0
nissan,altima,2013,white,automatic,4/5,us,208577,1700.0
ford,taurus,2018,white,automatic,2/3,us,200000,3800.0
renault,duster,2017,white,automatic,4/5,gcc,20000,1450.0
toyota,corolla,2015,black,automatic,2/3,us,145245,2250.0
dodge,charger,2015,grey,automatic,4/5,canada,300000,4700.0
hyundai,accent,2014,white,automatic,2/3,gcc,192542,1300.0
nissan,sunny,2008,white,automatic,4/5,us,500000,800.0
kia,cerato,2013,red,automatic,4/5,company source,240000,1100.0
mercedes,230e,2008,silver,automatic,4/5,gcc,20000,1300.0
range rover,range rover,2008,white,automatic,4/5,company source,440000,700.0
nissan,sentra,2018,green,automatic,4/5,canada,200000,2900.0
bmw,520,2024,red,automatic,4/5,gcc,10000,24500.0
jeep,wrangler,2006,brown,manual,2/3,gcc,119000,2150.0
mazda,3,2006,other,automatic,4/5,company source,625387,1000.0
kia,rio,2017,blue,automatic,4/5,gcc,224000,2000.0
chevrolet,tahoe,2018,other,automatic,4/5,us,123000,8400.0
mg,emgrand x7,2018,white,automatic,4/5,gcc,65000,3300.0
mitsubishi,pajero,2015,brown,automatic,4/5,gcc,291000,4500.0
toyota,fj cruiser,2008,other,automatic,2/3,gcc,395872,3200.0
volkswagen,arteon,2018,black,automatic,4/5,gcc,220000,5150.0
hyundai,elantra,2007,purple,automatic,4/5,gcc,300000,900.0
lexus,is 350,2014,white,automatic,4/5,us,400000,4100.0
hyundai,sonata,2015,green,automatic,4/5,us,160000,2500.0
honda,accord,2019,white,automatic,4/5,canada,166000,5450.0
kia,optima,2015,grey,automatic,4/5,us,150000,2050.0
chevrolet,cruze,2012,red,automatic,4/5,gcc,214000,900.0
nissan,pickup,2014,white,manual,2/3,gcc,429942,3500.0
nissan,tiida,2010,black,automatic,4/5,us,23000,1100.0
kia,rio,2008,green,automatic,4/5,gcc,625150,1050.0
ram,santa fe,2016,white,automatic,4/5,gcc,190000,4550.0
bmw,i8,2016,white,automatic,2/3,gcc,160000,13000.0
renault,duster,2015,brown,automatic,4/5,gcc,196000,1450.0
subaru,impreza,2006,white,automatic,4/5,gcc,200000,800.0
nissan,pathfinder,2017,white,automatic,4/5,us,158000,4300.0
hyundai,santa fe,2009,black,automatic,4/5,gcc,100858,950.0
mitsubishi,lancer,2016,black,automatic,4/5,gcc,146000,2850.0
mazda,mazda 3,2009,grey,automatic,4/5,gcc,261235,1200.0
bmw,640,2015,grey,automatic,4/5,gcc,136000,5000.0
toyota,tundra,2010,white,automatic,4/5,canada,250110,4300.0
kia,forte,2019,red,automatic,4/5,company source,120000,3200.0
mitsubishi,pajero,2015,white,automatic,4/5,gcc,187000,3500.0
nissan,altima,2016,silver,automatic,4/5,us,260000,2400.0
kia,cerato,2012,white,automatic,4/5,gcc,500000,1200.0
nissan,pathfinder,2016,white,automatic,4/5,us,125000,4400.0
ford,focus,2007,burgundy,automatic,4/5,gcc,300000,550.0
toyota,rav 4,2015,black,automatic,4/5,us,244300,3200.0
suzuki,sx4,2016,silver,automatic,4/5,gcc,190000,2200.0
nissan,sunny,2015,other,automatic,4/5,gcc,273400,1500.0
toyota,fortuner,2015,white,automatic,4/5,gcc,124500,4850.0
nissan,altima,2019,brown,automatic,4/5,us,129362,2350.0
lexus,ct 200,2017,white,automatic,4/5,us,22222,6500.0
ford,figo,2016,other,automatic,4/5,gcc,121000,1600.0
hyundai,accent,2016,grey,automatic,4/5,gcc,186500,2400.0
ford,f150,2018,white,automatic,4/5,us,121000,6800.0
suzuki,grand vitara,2015,white,automatic,4/5,gcc,97000,3000.0
toyota,rav 4,2023,grey,automatic,4/5,us,38900,9800.0
suzuki,swift,2008,white,automatic,4/5,gcc,260000,1050.0
honda,accord,2000,red,manual,4/5,gcc,100000,550.0
dodge,charger,2012,black,automatic,4/5,us,100000,1800.0
gmc,sierra,2019,grey,automatic,4/5,us,170000,9000.0
jetour,t2,2024,black,automatic,4/5,gcc,39000,12000.0
hyundai,elantra,2016,blue,automatic,4/5,gcc,172000,2650.0
subaru,impreza,2010,silver,automatic,4/5,gcc,227000,900.0
chevrolet,impala,2016,white,automatic,4/5,gcc,150000,4200.0
chrysler,300m/300c,2012,black,automatic,4/5,gcc,184000,2150.0
hyundai,sonata,2015,white,automatic,4/5,gcc,300000,1650.0
hyundai,i10,2019,white,automatic,4/5,company source,170000,2800.0
nissan,sentra,2020,white,automatic,4/5,us,125700,3400.0
kia,cerato,2006,silver,automatic,4/5,company source,300000,600.0
nissan,sentra,2016,grey,automatic,2/3,gcc,108000,2000.0
chevrolet,traverse,2009,silver,automatic,4/5,gcc,23000,800.0
hyundai,i10,2019,white,automatic,4/5,gcc,225000,1900.0
lexus,rx 350,2018,white,automatic,4/5,us,10570,10200.0
nissan,altima,2018,other,automatic,4/5,us,190000,2700.0
mazda,6,2009,silver,automatic,4/5,gcc,250000,1100.0
hyundai,santa fe,2009,black,automatic,2/3,gcc,300000,950.0
honda,accord,2005,blue,automatic,4/5,gcc,340000,810.0
suzuki,sx4,2009,silver,automatic,4/5,gcc,388411,1050.0
gac,gn 8,2020,blue,automatic,4/5,gcc,200000,3900.0
mitsubishi,pajero,2012,white,automatic,4/5,gcc,169000,2800.0
nissan,murano,2020,black,automatic,4/5,us,145000,1000.0
ford,focus,2007,silver,automatic,4/5,gcc,250000,600.0
dodge,durango,2017,white,automatic,4/5,gcc,98000,5300.0
kia,sportage,2018,gold,automatic,4/5,gcc,174000,4600.0
mg,mg 5,2024,white,automatic,4/5,gcc,6600,4450.0
hyundai,elantra,2006,white,automatic,4/5,gcc,411586,700.0
ford,f150,2016,white,automatic,2/3,canada,10000,4000.0
toyota,avalon,2008,silver,automatic,4/5,gcc,260000,1650.0
ford,expedition,2017,black,automatic,4/5,gcc,180000,4800.0
ford,mustang,2002,black,manual,2/3,us,214370,2500.0
toyota,corolla,2020,burgundy,automatic,4/5,gcc,90000,4800.0
ram,ram,2017,black,automatic,2/3,us,155000,4500.0
hyundai,sonata,2011,grey,automatic,4/5,gcc,250000,1450.0
range rover,range rover sport,2011,white,automatic,4/5,us,200000,2500.0
toyota,yaris,2016,silver,automatic,4/5,gcc,260854,2800.0
toyota,avalon,2015,black,automatic,4/5,us,200000,3800.0
nissan,altima,2016,silver,automatic,4/5,gcc,159999,2500.0
nissan,pathfinder,2023,white,automatic,4/5,us,72000,9700.0
hyundai,accent,2008,black,manual,4/5,company source,23588,760.0
jeep,ghibli,2015,white,automatic,4/5,gcc,100000,6400.0
nissan,versa,2020,grey,automatic,4/5,us,94000,2900.0
kia,sorento,2015,red,automatic,4/5,canada,180000,2750.0
hyundai,sonata,2015,brown,automatic,4/5,europe,180000,21000.0
hyundai,sonata,2019,other,automatic,2/3,us,123000,4500.0
toyota,corolla,2017,white,automatic,4/5,gcc,300000,3650.0
ram,ram,2017,white,automatic,4/5,us,240000,6500.0
land rover,evoque,2016,white,automatic,4/5,gcc,190000,6500.0
ford,f150,2017,black,automatic,4/5,us,250000,6000.0
nissan,urvan,2009,white,manual,4/5,gcc,290000,1800.0
suzuki,swift,2013,black,automatic,4/5,gcc,167905,1450.0
nissan,altima,2015,white,automatic,2/3,us,162400,1500.0
suzuki,dzire,2015,gold,automatic,4/5,gcc,265000,1600.0
toyota,corolla,2005,white,manual,4/5,gcc,612100,1000.0
mg,gla 35 amg,2020,grey,automatic,4/5,us,92000,15500.0
nissan,navara,2019,white,automatic,4/5,gcc,55457,5000.0
kia,rio,2007,silver,automatic,4/5,europe,50000,850.0
toyota,yaris,2016,white,automatic,2/3,gcc,189000,2450.0
mg,mg 5,2021,silver,automatic,4/5,gcc,71500,3300.0
jaguar,xj6,2012,grey,automatic,4/5,gcc,165000,3200.0
toyota,corolla,2013,black,automatic,4/5,europe,15000,1900.0
mitsubishi,galant,2005,silver,automatic,4/5,gcc,300000,600.0
mitsubishi,galant,2005,black,automatic,4/5,gcc,200000,800.0
mitsubishi,outlander,2024,burgundy,automatic,4/5,gcc,33000,11200.0
kia,sonet,2022,white,automatic,4/5,gcc,93000,5600.0
toyota,corolla,2013,gold,automatic,4/5,gcc,260000,2100.0
jeep,compass,2019,white,automatic,4/5,gcc,45000,6000.0
gmc,acadia,2012,burgundy,automatic,4/5,gcc,162000,1500.0
nissan,navara,2019,white,manual,2/3,gcc,175000,3000.0
nissan,kicks,2022,silver,automatic,4/5,gcc,10000,5400.0
hyundai,sonata,2019,grey,automatic,4/5,us,190000,3200.0
mg,mg 6,2020,black,automatic,4/5,gcc,86000,3900.0
volkswagen,beetle,2000,black,automatic,2/3,europe,350000,900.0
toyota,sienna,2018,silver,automatic,4/5,us,141000,5400.0
jeep,grand cherokee,2019,black,automatic,4/5,us,180000,5500.0
dodge,durango,2019,burgundy,automatic,4/5,gcc,95000,10000.0
mercedes,c 300,2015,black,automatic,4/5,us,290000,4350.0
mitsubishi,lancer,2007,white,manual,4/5,us,999999,670.0
peugeot,milan,2008,beige,automatic,2/3,gcc,2222,600.0
hyundai,veloster,2012,other,automatic,2/3,gcc,200000,1550.0
toyota,corolla,2008,silver,automatic,4/5,gcc,300000,1550.0
mg,emgrand 7,2016,silver,automatic,4/5,us,132523,1600.0
jeep,grand cherokee,2014,brown,automatic,4/5,gcc,220000,3900.0
hyundai,elantra,2010,burgundy,manual,4/5,gcc,25000,800.0
hyundai,sonata,2016,white,automatic,4/5,us,125711,2600.0
nissan,altima,2023,other,automatic,4/5,us,33000,3600.0
honda,civic,2016,white,automatic,4/5,gcc,260000,3500.0
hyundai,accent,2012,brown,automatic,4/5,gcc,298674,1400.0
lexus,es 300,1998,white,automatic,4/5,company source,3000,550.0
kia,sorento,2009,other,automatic,4/5,gcc,250000,1200.0
land rover,lr4,2010,green,automatic,4/5,company source,240000,3500.0
mercedes,280c,1995,silver,automatic,4/5,company source,362000,650.0
mitsubishi,lancer,2008,silver,manual,2/3,gcc,350000,650.0
hyundai,tucson,2021,grey,automatic,4/5,us,63000,5250.0
toyota,rav 4,2018,other,automatic,4/5,us,152000,5600.0
mg,emgrand 7,2015,silver,automatic,4/5,gcc,170000,999.0
subaru,impreza,2020,black,automatic,4/5,us,122000,3200.0
toyota,yaris,2007,red,automatic,4/5,us,25000,950.0
honda,odyssey,2012,grey,automatic,4/5,company source,349914,2350.0
toyota,corolla,2019,red,automatic,4/5,us,130400,5600.0
hyundai,tucson,2018,black,automatic,4/5,us,185000,3600.0
toyota,ls 430,2004,gold,automatic,4/5,gcc,300000,2300.0
jeep,wrangler,2024,silver,manual,4/5,us,10000,17800.0
honda,civic,2003,white,automatic,2/3,us,800000,850.0
mitsubishi,outlander,2015,white,automatic,4/5,gcc,188000,2950.0
suzuki,grand vitara,2017,brown,automatic,4/5,gcc,206000,2500.0
mercedes,e220,2019,white,automatic,4/5,us,60000,7700.0
mitsubishi,pajero,2015,white,automatic,4/5,company source,146000,4444.0
nissan,altima,2009,black,automatic,4/5,gcc,195000,1350.0
mercedes,300/350/380,2016,white,automatic,4/5,us,167834,5200.0
honda,accord,2002,beige,automatic,4/5,gcc,300000,650.0
lexus,es 350,2020,silver,automatic,4/5,us,166000,9550.0
jeep,wrangler,2021,other,automatic,4/5,us,27500,9500.0
nissan,navara,2013,white,automatic,4/5,gcc,280000,2700.0
hyundai,accent,2016,silver,automatic,4/5,gcc,186600,1950.0
mercedes,gle 350,2023,other,automatic,4/5,us,19000,19500.0
honda,civic,2003,silver,automatic,4/5,company source,539178,650.0
suzuki,celerio,2015,blue,automatic,4/5,gcc,60000,1900.0
chrysler,200,2017,grey,automatic,4/5,gcc,49000,2900.0
bmw,x6m,2014,gold,automatic,4/5,gcc,170000,4900.0
renault,safrane,2009,grey,automatic,4/5,gcc,245000,700.0
ford,f150,2019,white,automatic,4/5,gcc,132300,5600.0
mercedes,ml 350,2011,white,automatic,4/5,europe,200000,2300.0
renault,symbol,2020,white,automatic,4/5,gcc,110000,1700.0
hyundai,i40,2013,blue,automatic,4/5,gcc,194000,2100.0
renault,11,2013,white,automatic,4/5,gcc,300000,800.0
toyota,corolla cross,2019,other,automatic,4/5,us,20410,5200.0
mg,emgrand 7,2015,white,automatic,4/5,gcc,135000,950.0
kia,sportage,2019,white,automatic,4/5,europe,91000,4321.0
chery,arrizo,2016,grey,automatic,4/5,gcc,180000,980.0
kia,cerato,2013,brown,automatic,4/5,company source,251000,1200.0
volkswagen,golf,1991,grey,automatic,4/5,company source,130000,4100.0
renault,duster,2015,silver,automatic,4/5,gcc,180000,1100.0
kia,sorento,2009,silver,automatic,4/5,gcc,198000,1300.0
lexus,is 350,2002,white,automatic,4/5,company source,11116,1000.0
jeep,wrangler,2018,white,automatic,4/5,us,112653,6500.0
mercedes,a 220,2020,white,automatic,4/5,us,120000,8000.0
mitsubishi,pajero,2004,beige,automatic,4/5,gcc,500000,850.0
honda,other,2017,white,automatic,4/5,us,90000,2650.0
toyota,fj cruiser,2008,blue,automatic,4/5,gcc,223000,3900.0
mg,mg zs,2023,silver,automatic,4/5,company source,80000,4500.0
audi,q3,2018,black,automatic,4/5,us,80500,6100.0
hyundai,accent,2015,white,automatic,4/5,company source,400000,1600.0
nissan,sunny,2019,white,automatic,4/5,gcc,100000,2650.0
suzuki,vitara,2017,blue,automatic,4/5,gcc,215000,3500.0
nissan,rogue,2018,grey,automatic,4/5,us,129500,3500.0
dodge,nitro,2009,orange,automatic,4/5,gcc,260000,1100.0
honda,civic,2009,silver,automatic,4/5,gcc,280000,1750.0
jeep,wrangler,2012,silver,automatic,2/3,gcc,275000,3850.0
